"TaxID","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"47247","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lotus","Lotus corniculatus"
"100151","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Acmispon","Acmispon americanus"
"1081042","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia alata"
"330174","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia alternifolia"
"627211","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia arcuata"
"627210","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia brevipes"
"1569007","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia decurrens"
"1450658","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia glandulosa"
"1241826","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia grandiflora"
"1892875","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia hirtella"
"1081044","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia lanceolata"
"1401410","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia leptocarpa"
"627215","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia linearis"
"627217","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia linifolia"
"1620137","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia maritima"
"627216","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia microcarpa"
"883788","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia octovalvis"
"376201","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia palustris"
"13119","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia peploides"
"22661","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia peruviana"
"1620138","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia pilosa"
"627212","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia repens"
"627213","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia spathulata"
"1081047","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia sphaerocarpa"
"119974","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia suffruticosa"
"1620139","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Onagraceae","Ludwigia","Ludwigia virgata"
"153659","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Lunaria","Lunaria annua"
"3871","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus angustifolius"
"291860","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus diffusus"
"53236","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus perennis"
"213032","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus villosus"
"196903","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Luziola","Luziola fluitans"
"203794","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Luzula","Luzula acuminata"
"630091","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Luzula","Luzula bulbosa"
"630102","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Juncaceae","Luzula","Luzula echinata"
"42034","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Silene","Silene coronaria"
"112863","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Lycium barbarum"
"112868","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Lycium carolinianum"
"112883","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Lycium","Lycium chinense"
"41992","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella alopecuroides"
"1620140","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella appressa"
"89042","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Pseudolycopodiella","Pseudolycopodiella caroliniana"
"73621","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Palhinhaea","Palhinhaea cernua"
"2902589","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella prostrata"
"3252","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Lycopodium","Lycopodium clavatum"
"13841","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Diphasiastrum","Diphasiastrum digitatum"
"62333","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Dendrolycopodium","Dendrolycopodium obscurum"
"37432","Viridiplantae","Streptophyta","Lycopodiopsida","Lycopodiales","Lycopodiaceae","Diphasiastrum","Diphasiastrum tristachyum"
"932105","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus americanus"
"2259069","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus amplectens"
"1620141","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus rubellus"
"392634","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus uniflorus"
"1620142","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Lycopus","Lycopus virginicus"
"1620143","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Lygodesmia","Lygodesmia aphylla"
"13824","Viridiplantae","Streptophyta","Polypodiopsida","Schizaeales","Lygodiaceae","Lygodium","Lygodium japonicum"
"148567","Viridiplantae","Streptophyta","Polypodiopsida","Schizaeales","Lygodiaceae","Lygodium","Lygodium palmatum"
"49150","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Lyonia","Lyonia ferruginea"
"1620144","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Lyonia","Lyonia fruticosa"
"49151","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Lyonia","Lyonia ligustrina"
"49152","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Lyonia","Lyonia lucida"
"1620145","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Lyonia","Lyonia mariana"
"1312038","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia barystachys"
"213256","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia ciliata"
"2945397","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia fraseri"
"306301","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia hybrida"
"2065952","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia lanceolata"
"2945398","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia loomisii"
"175113","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia nummularia"
"306298","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia quadriflora"
"213290","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia quadrifolia"
"306308","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia terrestris"
"2945399","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Primulaceae","Lysimachia","Lysimachia tonsa"
"1620146","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Lythrum","Lythrum alatum"
"1969267","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Lythrum","Lythrum curtissii"
"312613","Viridiplantae","Streptophyta","Magnoliopsida","Myrtales","Lythraceae","Lythrum","Lythrum lineare"
"457145","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Macbridea","Macbridea caroliniana"
"73871","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Bignoniaceae","Dolichandra","Dolichandra unguis-cati"
"3496","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Moraceae","Maclura","Maclura pomifera"
"86645","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Macranthera","Macranthera flammea"
"260885","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Macroptilium","Macroptilium lathyroides"
"173909","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Thelypteridaceae","Macrothelypteris","Macrothelypteris torresiana"
"149445","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Madia","Madia sativa"
"3404","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata"
"85857","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia fraseri"
"3406","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia grandiflora"
"3410","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia macrophylla"
"44759","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia fraseri"
"44926","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia tripetala"
"3412","Viridiplantae","Streptophyta","Magnoliopsida","Magnoliales","Magnoliaceae","Magnolia","Magnolia virginiana"
"203270","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis aquifolium"
"13601","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae","Berberis","Berberis bealei"
"416391","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum canadense"
"39530","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum"
"78803","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Malaxis","Malaxis spicata"
"2071945","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Orchidaceae","Malaxis","Malaxis unifolia"
"343465","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus x platycarpa"
"106547","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus angustifolia"
"106550","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus coronaria"
"283210","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Rosaceae","Malus","Malus pumila"
"183277","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Malva neglecta"
"145753","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Malva parviflora"
"93788","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Malvaviscus","Malvaviscus arboreus"
"39545","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Asparagaceae","Agave","Agave virginica"
"316880","Viridiplantae","Streptophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Manihot","Manihot grahamii"
"41230","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Marrubium","Marrubium vulgare"
"1611546","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Marshallia","Marshallia graminifolia"
"1611548","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Marshallia","Marshallia mohrii"
"128741","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Marshallia","Marshallia obovata"
"1611549","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Marshallia","Marshallia ramosa"
"1448044","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Marshallia","Marshallia trinervia"
"388479","Viridiplantae","Streptophyta","Polypodiopsida","Salviniales","Marsileaceae","Marsilea","Marsilea minuta"
"167748","Viridiplantae","Streptophyta","Polypodiopsida","Salviniales","Marsileaceae","Marsilea","Marsilea mutica"
"13816","Viridiplantae","Streptophyta","Polypodiopsida","Salviniales","Marsileaceae","Marsilea","Marsilea quadrifolia"
"475787","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea alabamensis"
"2082923","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea baldwyniana"
"1655176","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea carolinensis"
"2082928","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea decipiens"
"2081803","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Gonolobus","Gonolobus gonocarpos"
"2082934","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea obliqua"
"475142","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Matelea","Matelea pubiflora"
"75425","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Mayacaceae","Mayaca","Mayaca fluviatilis"
"113205","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Mazaceae","Mazus","Mazus pumilus"
"438426","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Mecardonia","Mecardonia acuminata"
"4694","Viridiplantae","Streptophyta","Magnoliopsida","Liliales","Liliaceae","Medeola","Medeola virginiana"
"70936","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago arabica"
"47085","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago lupulina"
"70962","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago orbicularis"
"47084","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago polymorpha"
"3879","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Medicago","Medicago sativa"
"68868","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Orobanchaceae","Melampyrum","Melampyrum lineare"
"183050","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Melanthera","Melanthera nivea"
"155640","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Meliaceae","Melia","Melia azedarach"
"888272","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Melica","Melica mutica"
"2527785","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Melica","Melica nitens"
"200951","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Melilotus","Melilotus indicus"
"47083","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Melilotus","Melilotus officinalis"
"29709","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Melinis","Melinis repens"
"39338","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Melissa","Melissa officinalis"
"133573","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Melochia","Melochia corchorifolia"
"1620149","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Melochia","Melochia spicata"
"386192","Viridiplantae","Streptophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Melothria","Melothria pendula"
"49681","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Menispermaceae","Menispermum","Menispermum canadense"
"34256","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha x piperita"
"54461","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha x rotundifolia"
"190902","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha aquatica"
"292239","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha arvensis"
"29719","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha spicata"
"46251","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Rhododendron","Rhododendron pilosum"
"197414","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Convolvulaceae","Distimake","Distimake dissectus"
"417949","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae","Mertensia","Mertensia virginica"
"69918","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Plantaginaceae","Micranthemum","Micranthemum umbrosum"
"91518","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Microstegium","Microstegium vimineum"
"1127086","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Mikania","Mikania cordifolia"
"102787","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Mikania","Mikania scandens"
"2086601","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa microphylla"
"367325","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa quadrivalvis"
"367330","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Mimosa","Mimosa strigillosa"
"1663601","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus alatus"
"188307","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus ringens"
"2506526","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Mononeuria","Mononeuria caroliniana"
"307735","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Mononeuria","Mononeuria glabra"
"2499981","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Minuartia","Minuartia godfreyi"
"2848150","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Minuartia","Minuartia patula"
"307736","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Mononeuria","Mononeuria uniflora"
"427807","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis albida"
"3538","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Mirabilis","Mirabilis jalapa"
"62337","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Miscanthus","Miscanthus sinensis"
"45181","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Mitchella","Mitchella repens"
"40796","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Saxifragaceae","Mitella","Mitella diphylla"
"1620150","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Rubiaceae","Mitracarpus","Mitracarpus hirtus"
"74716","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Loganiaceae","Mitreola","Mitreola petiolata"
"1241802","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Loganiaceae","Mitreola","Mitreola sessilifolia"
"217319","Viridiplantae","Streptophyta","Magnoliopsida","Malvales","Malvaceae","Modiola","Modiola caroliniana"
"3592","Viridiplantae","Streptophyta","Magnoliopsida","Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata"
"182379","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda citriodora"
"182380","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda clinopodia"
"39343","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda didyma"
"39344","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda fistulosa"
"182387","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Monarda","Monarda punctata"
"176248","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Monotropa","Monotropa hypopitys"
"50148","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Monotropa","Monotropa uniflora"
"176252","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Ericaceae","Monotropsis","Monotropsis odorata"
"260996","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella caroliniensis"
"3510","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella cerifera"
"385004","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella inodora"
"262757","Viridiplantae","Streptophyta","Magnoliopsida","Fagales","Myricaceae","Morella","Morella rubra"
"3498","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Moraceae","Morus","Morus alba"
"32202","Viridiplantae","Streptophyta","Magnoliopsida","Rosales","Moraceae","Morus","Morus rubra"
"1874238","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Mosla","Mosla dianthera"
"2506774","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia bushii"
"946621","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia capillaris"
"798097","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia expansa"
"2303316","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia capillaris"
"2071948","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia frondosa"
"751683","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia schreberi"
"372163","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia sobolifera"
"160557","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia sylvatica"
"946667","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia tenuiflora"
"946670","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Muhlenbergia","Muhlenbergia torreyana"
"428252","Viridiplantae","Streptophyta","Magnoliopsida","Commelinales","Commelinaceae","Murdannia","Murdannia keisak"
"428249","Viridiplantae","Streptophyta","Magnoliopsida","Commelinales","Commelinaceae","Murdannia","Murdannia nudiflora"
"81770","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Hyacinthaceae","Muscari","Muscari comosum"
"59072","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Hyacinthaceae","Muscari","Muscari neglectum"
"192349","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis discolor"
"192342","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis laxa"
"192355","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis macrosperma"
"519065","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis scorpioides"
"192365","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Boraginaceae","Myosotis","Myosotis verna"
"59993","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Myosurus","Myosurus minimus"
"208863","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum aquaticum"
"208866","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum heterophyllum"
"434560","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum laxum"
"208868","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum pinnatum"
"208873","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum spicatum"
"208876","Viridiplantae","Streptophyta","Magnoliopsida","Saxifragales","Haloragaceae","Myriophyllum","Myriophyllum verticillatum"
"1561844","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Najas","Najas filifolia"
"374601","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Najas","Najas gracillima"
"403037","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Najas","Najas guadalupensis"
"62343","Viridiplantae","Streptophyta","Magnoliopsida","Alismatales","Hydrocharitaceae","Najas","Najas minor"
"41776","Viridiplantae","Streptophyta","Magnoliopsida","Ranunculales","Berberidaceae","Nandina","Nandina domestica"
"54852","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Narcissus","Narcissus jonquilla"
"54855","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Narcissus","Narcissus poeticus"
"39639","Viridiplantae","Streptophyta","Magnoliopsida","Asparagales","Amaryllidaceae","Narcissus","Narcissus pseudonarcissus"
"82289","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium","Nasturtium microphyllum"
"65948","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Nasturtium","Nasturtium officinale"
"270246","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Eragrostis","Eragrostis reptans"
"345093","Viridiplantae","Streptophyta","Magnoliopsida","Vitales","Vitaceae","Nekemias","Nekemias arborea"
"4431","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo","Nelumbo lutea"
"4432","Viridiplantae","Streptophyta","Magnoliopsida","Proteales","Nelumbonaceae","Nelumbo","Nelumbo nucifera"
"1617899","Viridiplantae","Streptophyta","Magnoliopsida","Boraginales","Hydrophyllaceae","Nemophila","Nemophila aphylla"
"65950","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Rorippa","Rorippa aquatica"
"39347","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Nepeta","Nepeta cataria"
"32153","Viridiplantae","Streptophyta","Polypodiopsida","Polypodiales","Nephrolepidaceae","Nephrolepis","Nephrolepis cordifolia"
"63479","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Nerium","Nerium oleander"
"350576","Viridiplantae","Streptophyta","Magnoliopsida","Santalales","Santalaceae","Nestronia","Nestronia umbellula"
